job_id,date,month,technician_id,technician_name,region,assigned_team,job_type,status,priority,dispatch_time_minutes,completion_time_minutes,first_time_fix,related_incident_id
JOB-2026-00442,2026-07-10,2026-07,TECH-035,Indra J.,Makassar,Fiber Maintenance,Installation,Resolved,Critical,11,133,false,
JOB-2026-00598,2026-07-10,2026-07,TECH-003,Adit D.,Bandung,Customer Assurance,Corrective Maintenance,In Progress,Low,175,,false,INC-2026-01712
JOB-2026-00890,2026-07-10,2026-07,TECH-006,Bima G.,Denpasar,Customer Assurance,Corrective Maintenance,Resolved,Critical,39,222,true,INC-2026-01609
JOB-2026-01650,2026-07-10,2026-07,TECH-037,Eka L.,Denpasar,NOC Core,Preventive Maintenance,Closed,Low,220,448,false,INC-2026-02003
JOB-2026-00282,2026-07-11,2026-07,TECH-020,Hana U.,Medan,Fiber Maintenance,Preventive Maintenance,Closed,Critical,10,156,true,
JOB-2026-00605,2026-07-11,2026-07,TECH-034,Joko I.,Palembang,Field Operations,Site Audit,Closed,Medium,80,368,true,
JOB-2026-00979,2026-07-11,2026-07,TECH-004,Adit E.,Balikpapan,Enterprise Support,Corrective Maintenance,Resolved,High,84,113,false,INC-2026-00689
JOB-2026-01214,2026-07-11,2026-07,TECH-002,Eka C.,Yogyakarta,Field Operations,Site Audit,Resolved,High,52,153,true,INC-2026-01628
JOB-2026-01265,2026-07-11,2026-07,TECH-059,Dewi H.,Makassar,Enterprise Support,Installation,Closed,Low,194,394,true,
JOB-2026-00125,2026-07-12,2026-07,TECH-058,Eka G.,Palembang,Fiber Maintenance,Corrective Maintenance,Resolved,Low,144,309,true,INC-2026-01742
JOB-2026-00411,2026-07-12,2026-07,TECH-043,Hana R.,Denpasar,NOC Core,Site Audit,Closed,Low,168,468,true,
JOB-2026-01123,2026-07-12,2026-07,TECH-011,Bima L.,Balikpapan,Customer Assurance,Preventive Maintenance,In Progress,Medium,122,,true,
JOB-2026-01496,2026-07-12,2026-07,TECH-021,Fajar V.,Bandung,Fiber Maintenance,Installation,Resolved,Low,183,411,false,
JOB-2026-00611,2026-07-13,2026-07,TECH-013,Eka N.,Denpasar,NOC Core,Preventive Maintenance,Resolved,Low,197,444,true,
JOB-2026-00637,2026-07-13,2026-07,TECH-050,Indra Y.,Denpasar,Customer Assurance,Site Audit,In Progress,Low,164,,true,
JOB-2026-01386,2026-07-13,2026-07,TECH-008,Indra I.,Denpasar,Customer Assurance,Site Audit,Closed,Medium,125,353,false,INC-2026-00912
JOB-2026-01754,2026-07-14,2026-07,TECH-019,Dewi T.,Yogyakarta,Fiber Maintenance,Installation,Open,Low,176,,true,INC-2026-01407
JOB-2026-00669,2026-07-15,2026-07,TECH-047,Gita V.,Yogyakarta,Enterprise Support,Installation,Closed,Low,159,472,true,INC-2026-00613
JOB-2026-00875,2026-07-15,2026-07,TECH-042,Eka Q.,Palembang,Customer Assurance,Corrective Maintenance,Open,Low,137,,false,
JOB-2026-01436,2026-07-15,2026-07,TECH-031,Indra F.,Bandung,NOC Core,Site Audit,Open,Low,201,,false,
JOB-2026-00718,2026-07-16,2026-07,TECH-030,Lukman E.,Balikpapan,Fiber Maintenance,Site Audit,Resolved,High,57,236,true,INC-2026-01176
JOB-2026-00055,2026-07-17,2026-07,TECH-047,Gita V.,Bandung,NOC Core,Preventive Maintenance,Closed,Medium,66,294,false,INC-2026-01956
JOB-2026-00655,2026-07-17,2026-07,TECH-025,Lukman Z.,Semarang,NOC Core,Corrective Maintenance,Resolved,High,16,205,false,INC-2026-00500
JOB-2026-00795,2026-07-17,2026-07,TECH-041,Joko P.,Medan,NOC Core,Installation,Resolved,Low,180,482,true,
JOB-2026-00802,2026-07-17,2026-07,TECH-052,Bima A.,Balikpapan,Customer Assurance,Preventive Maintenance,In Progress,Medium,109,,false,INC-2026-00069
JOB-2026-01189,2026-07-17,2026-07,TECH-017,Gita R.,Yogyakarta,NOC Core,Preventive Maintenance,Resolved,Medium,124,316,true,INC-2026-01479
JOB-2026-01288,2026-07-17,2026-07,TECH-030,Joko E.,Yogyakarta,Customer Assurance,Corrective Maintenance,Resolved,Medium,90,244,true,
JOB-2026-01609,2026-07-17,2026-07,TECH-040,Eka O.,Semarang,Enterprise Support,Corrective Maintenance,Closed,High,72,225,false,INC-2026-00500
JOB-2026-00014,2026-07-18,2026-07,TECH-001,Bima B.,Jakarta,Enterprise Support,Preventive Maintenance,In Progress,Low,170,,true,INC-2026-02162
JOB-2026-00165,2026-07-18,2026-07,TECH-017,Fajar R.,Jakarta,NOC Core,Corrective Maintenance,Resolved,Medium,133,287,true,INC-2026-01246
JOB-2026-00458,2026-07-18,2026-07,TECH-019,Hana T.,Makassar,Field Operations,Installation,In Progress,Low,189,,false,
JOB-2026-00479,2026-07-18,2026-07,TECH-040,Hana O.,Jakarta,Field Operations,Installation,Closed,Low,197,480,true,INC-2026-02162
JOB-2026-00494,2026-07-18,2026-07,TECH-016,Lukman Q.,Balikpapan,Customer Assurance,Installation,Resolved,Low,172,460,true,
JOB-2026-01561,2026-07-18,2026-07,TECH-045,Dewi T.,Yogyakarta,Enterprise Support,Site Audit,Resolved,Medium,120,198,true,
JOB-2026-00087,2026-07-19,2026-07,TECH-005,Bima F.,Surabaya,Field Operations,Site Audit,Resolved,Medium,111,357,false,
JOB-2026-00484,2026-07-19,2026-07,TECH-013,Lukman N.,Makassar,Fiber Maintenance,Installation,Resolved,High,44,244,false,INC-2026-00414
JOB-2026-00573,2026-07-19,2026-07,TECH-037,Kirana L.,Medan,Customer Assurance,Preventive Maintenance,Resolved,Low,174,388,true,
JOB-2026-01161,2026-07-19,2026-07,TECH-003,Lukman D.,Makassar,Field Operations,Corrective Maintenance,Resolved,High,49,193,true,INC-2026-00414
JOB-2026-00306,2026-07-20,2026-07,TECH-059,Adit H.,Jakarta,Fiber Maintenance,Corrective Maintenance,Resolved,Medium,105,340,true,
JOB-2026-00046,2026-07-21,2026-07,TECH-025,Dewi Z.,Denpasar,Enterprise Support,Corrective Maintenance,Closed,Low,208,468,true,
JOB-2026-00251,2026-07-21,2026-07,TECH-027,Fajar B.,Surabaya,NOC Core,Corrective Maintenance,Closed,Medium,93,305,true,INC-2026-01928
JOB-2026-00607,2026-07-21,2026-07,TECH-031,Bima F.,Makassar,Enterprise Support,Corrective Maintenance,Resolved,Low,162,369,false,INC-2026-00548
JOB-2026-01025,2026-07-21,2026-07,TECH-053,Hana B.,Semarang,Field Operations,Preventive Maintenance,Closed,Medium,61,318,true,INC-2026-01308
JOB-2026-01041,2026-07-21,2026-07,TECH-008,Bima I.,Jakarta,Customer Assurance,Preventive Maintenance,Resolved,Low,201,483,true,
JOB-2026-01661,2026-07-21,2026-07,TECH-021,Lukman V.,Makassar,NOC Core,Installation,In Progress,Low,204,,true,INC-2026-00548
JOB-2026-00120,2026-07-22,2026-07,TECH-013,Adit N.,Yogyakarta,NOC Core,Installation,Open,Medium,114,,false,INC-2026-01387
JOB-2026-00496,2026-07-22,2026-07,TECH-020,Dewi U.,Yogyakarta,Customer Assurance,Corrective Maintenance,Closed,Medium,121,298,true,INC-2026-01387
JOB-2026-00671,2026-07-22,2026-07,TECH-008,Eka I.,Denpasar,Enterprise Support,Preventive Maintenance,Resolved,High,32,163,true,INC-2026-00851
JOB-2026-00853,2026-07-22,2026-07,TECH-042,Indra Q.,Medan,Customer Assurance,Corrective Maintenance,Closed,Critical,5,156,false,
JOB-2026-01256,2026-07-22,2026-07,TECH-004,Hana E.,Bandung,Customer Assurance,Site Audit,Resolved,Low,166,466,true,
JOB-2026-01424,2026-07-22,2026-07,TECH-045,Kirana T.,Bandung,NOC Core,Preventive Maintenance,Resolved,Medium,130,288,true,INC-2026-01283
JOB-2026-01524,2026-07-22,2026-07,TECH-008,Bima I.,Denpasar,Customer Assurance,Corrective Maintenance,Closed,High,23,125,false,INC-2026-00851
JOB-2026-00884,2026-07-23,2026-07,TECH-043,Dewi R.,Denpasar,NOC Core,Installation,Closed,Low,180,459,true,INC-2026-02008
JOB-2026-01009,2026-07-23,2026-07,TECH-056,Hana E.,Balikpapan,Field Operations,Preventive Maintenance,In Progress,Medium,90,,true,
JOB-2026-00081,2026-07-24,2026-07,TECH-054,Adit C.,Denpasar,Enterprise Support,Site Audit,Closed,Low,200,427,true,INC-2026-01288
JOB-2026-01001,2026-07-24,2026-07,TECH-043,Lukman R.,Balikpapan,NOC Core,Corrective Maintenance,In Progress,Medium,95,,false,INC-2026-01327
JOB-2026-01141,2026-07-24,2026-07,TECH-027,Adit B.,Jakarta,Fiber Maintenance,Site Audit,Resolved,Medium,84,307,true,
JOB-2026-01252,2026-07-24,2026-07,TECH-012,Joko M.,Semarang,NOC Core,Corrective Maintenance,Resolved,Low,169,406,true,INC-2026-00081
JOB-2026-01421,2026-07-24,2026-07,TECH-041,Bima P.,Medan,Customer Assurance,Corrective Maintenance,Closed,Medium,101,360,true,
JOB-2026-01460,2026-07-24,2026-07,TECH-021,Indra V.,Denpasar,Enterprise Support,Site Audit,Resolved,Low,159,447,true,INC-2026-01288
JOB-2026-01649,2026-07-24,2026-07,TECH-058,Lukman G.,Yogyakarta,NOC Core,Corrective Maintenance,Closed,Medium,81,320,true,
JOB-2026-00052,2026-07-25,2026-07,TECH-041,Hana P.,Yogyakarta,Field Operations,Site Audit,Open,Medium,81,,true,
JOB-2026-00105,2026-07-25,2026-07,TECH-034,Hana I.,Semarang,NOC Core,Preventive Maintenance,Closed,Low,203,465,true,INC-2026-00454
JOB-2026-00158,2026-07-25,2026-07,TECH-006,Fajar G.,Surabaya,Field Operations,Corrective Maintenance,Resolved,Medium,81,326,true,INC-2026-01109
JOB-2026-00460,2026-07-25,2026-07,TECH-060,Joko I.,Denpasar,Field Operations,Preventive Maintenance,Closed,High,63,207,true,INC-2026-01976
JOB-2026-00467,2026-07-25,2026-07,TECH-037,Fajar L.,Yogyakarta,Enterprise Support,Preventive Maintenance,Closed,Medium,92,327,true,INC-2026-01161
JOB-2026-00652,2026-07-25,2026-07,TECH-006,Indra G.,Denpasar,Enterprise Support,Preventive Maintenance,Closed,High,33,192,true,INC-2026-00360
JOB-2026-00731,2026-07-25,2026-07,TECH-055,Adit D.,Denpasar,NOC Core,Installation,Resolved,Medium,148,357,true,
JOB-2026-00740,2026-07-25,2026-07,TECH-041,Citra P.,Jakarta,Customer Assurance,Site Audit,Resolved,Medium,101,380,false,INC-2026-01096
JOB-2026-00842,2026-07-25,2026-07,TECH-056,Joko E.,Jakarta,NOC Core,Installation,Resolved,Medium,116,296,true,INC-2026-01096
JOB-2026-01291,2026-07-25,2026-07,TECH-024,Hana Y.,Jakarta,Fiber Maintenance,Preventive Maintenance,Resolved,Medium,96,413,true,INC-2026-01096
JOB-2026-01607,2026-07-25,2026-07,TECH-045,Citra T.,Denpasar,Fiber Maintenance,Installation,Closed,High,48,261,true,INC-2026-00360
JOB-2026-00051,2026-07-26,2026-07,TECH-014,Bima O.,Semarang,Customer Assurance,Preventive Maintenance,Closed,Medium,108,233,true,INC-2026-01545
JOB-2026-00056,2026-07-26,2026-07,TECH-042,Adit Q.,Palembang,Enterprise Support,Corrective Maintenance,Closed,High,24,189,false,INC-2026-01189
JOB-2026-00481,2026-07-26,2026-07,TECH-054,Lukman C.,Jakarta,NOC Core,Site Audit,Resolved,High,55,242,true,INC-2026-00742
JOB-2026-00508,2026-07-26,2026-07,TECH-001,Lukman B.,Yogyakarta,Field Operations,Corrective Maintenance,In Progress,Low,165,,true,
JOB-2026-00537,2026-07-26,2026-07,TECH-060,Kirana I.,Balikpapan,NOC Core,Preventive Maintenance,Closed,Low,151,425,true,INC-2026-00560
JOB-2026-00604,2026-07-26,2026-07,TECH-037,Gita L.,Jakarta,Customer Assurance,Corrective Maintenance,Open,High,82,,true,
JOB-2026-00803,2026-07-26,2026-07,TECH-025,Gita Z.,Palembang,Customer Assurance,Site Audit,Resolved,High,24,312,false,INC-2026-01189
JOB-2026-00966,2026-07-26,2026-07,TECH-050,Fajar Y.,Makassar,Field Operations,Site Audit,Resolved,Critical,46,167,true,
JOB-2026-00517,2026-07-27,2026-07,TECH-022,Adit W.,Medan,Field Operations,Site Audit,In Progress,Critical,50,,false,INC-2026-00754
JOB-2026-00709,2026-07-27,2026-07,TECH-047,Citra V.,Medan,Fiber Maintenance,Installation,In Progress,Critical,20,,true,INC-2026-00754
JOB-2026-00739,2026-07-27,2026-07,TECH-048,Dewi W.,Yogyakarta,Fiber Maintenance,Corrective Maintenance,Closed,High,64,261,true,INC-2026-00765
JOB-2026-01112,2026-07-27,2026-07,TECH-051,Kirana Z.,Palembang,Customer Assurance,Site Audit,Closed,Low,219,337,true,INC-2026-00513
JOB-2026-01774,2026-07-27,2026-07,TECH-036,Gita K.,Makassar,NOC Core,Corrective Maintenance,In Progress,Medium,75,,true,
JOB-2026-00077,2026-07-28,2026-07,TECH-034,Fajar I.,Semarang,Fiber Maintenance,Site Audit,Closed,Low,185,434,false,INC-2026-01765
JOB-2026-00428,2026-07-28,2026-07,TECH-034,Indra I.,Jakarta,Field Operations,Site Audit,Resolved,Low,190,350,true,
JOB-2026-00439,2026-07-28,2026-07,TECH-047,Joko V.,Semarang,NOC Core,Site Audit,Resolved,Medium,112,262,true,
JOB-2026-00874,2026-07-28,2026-07,TECH-045,Bima T.,Palembang,Enterprise Support,Corrective Maintenance,Closed,Critical,49,131,false,INC-2026-01030
JOB-2026-01356,2026-07-28,2026-07,TECH-013,Eka N.,Bandung,Field Operations,Preventive Maintenance,Resolved,High,61,258,false,INC-2026-00263
JOB-2026-01679,2026-07-28,2026-07,TECH-054,Fajar C.,Jakarta,Enterprise Support,Installation,Resolved,Low,161,382,true,
JOB-2026-00042,2026-07-29,2026-07,TECH-023,Hana X.,Palembang,Enterprise Support,Site Audit,Closed,Low,204,469,true,
JOB-2026-00546,2026-07-30,2026-07,TECH-038,Hana M.,Medan,Field Operations,Preventive Maintenance,In Progress,Low,156,,true,INC-2026-00205
JOB-2026-00656,2026-07-30,2026-07,TECH-009,Lukman J.,Makassar,Field Operations,Site Audit,Closed,High,51,253,false,INC-2026-00046
JOB-2026-00943,2026-07-30,2026-07,TECH-055,Indra D.,Yogyakarta,Field Operations,Installation,Resolved,Low,133,421,true,
JOB-2026-01333,2026-07-30,2026-07,TECH-044,Bima S.,Medan,NOC Core,Corrective Maintenance,Resolved,Medium,83,254,false,INC-2026-00953
JOB-2026-00193,2026-07-31,2026-07,TECH-048,Dewi W.,Balikpapan,NOC Core,Corrective Maintenance,In Progress,Medium,75,,true,INC-2026-01183
JOB-2026-00270,2026-07-31,2026-07,TECH-027,Lukman B.,Medan,Customer Assurance,Corrective Maintenance,Resolved,High,69,210,false,
JOB-2026-00449,2026-07-31,2026-07,TECH-019,Fajar T.,Surabaya,Enterprise Support,Preventive Maintenance,In Progress,Low,182,,true,INC-2026-01425
JOB-2026-00745,2026-07-31,2026-07,TECH-039,Citra N.,Surabaya,NOC Core,Installation,Resolved,Low,188,493,false,INC-2026-01425
JOB-2026-00898,2026-07-31,2026-07,TECH-052,Joko A.,Semarang,NOC Core,Preventive Maintenance,Closed,Low,206,467,true,
JOB-2026-00610,2026-08-01,2026-08,TECH-021,Dewi V.,Medan,Fiber Maintenance,Site Audit,In Progress,Critical,24,,true,INC-2026-01125
JOB-2026-00801,2026-08-01,2026-08,TECH-044,Citra S.,Surabaya,Enterprise Support,Preventive Maintenance,Resolved,Low,150,466,true,INC-2026-01126
JOB-2026-01181,2026-08-01,2026-08,TECH-027,Dewi B.,Surabaya,Fiber Maintenance,Preventive Maintenance,Resolved,Low,131,404,true,INC-2026-01126
JOB-2026-01546,2026-08-01,2026-08,TECH-059,Hana H.,Surabaya,Enterprise Support,Site Audit,Closed,Low,162,473,true,INC-2026-01126
JOB-2026-01788,2026-08-01,2026-08,TECH-026,Citra A.,Surabaya,NOC Core,Installation,Resolved,Low,196,420,false,INC-2026-01126
JOB-2026-00923,2026-08-02,2026-08,TECH-007,Eka H.,Medan,Field Operations,Installation,Resolved,Low,191,443,true,INC-2026-00467
JOB-2026-01357,2026-08-02,2026-08,TECH-036,Kirana K.,Balikpapan,NOC Core,Installation,Resolved,Low,192,534,true,
JOB-2026-01691,2026-08-02,2026-08,TECH-038,Hana M.,Medan,Customer Assurance,Preventive Maintenance,Resolved,Low,166,371,true,INC-2026-00467
JOB-2026-00078,2026-08-03,2026-08,TECH-055,Hana D.,Balikpapan,NOC Core,Corrective Maintenance,Resolved,High,49,253,true,
JOB-2026-00192,2026-08-03,2026-08,TECH-022,Bima W.,Yogyakarta,NOC Core,Corrective Maintenance,Resolved,Low,209,429,true,INC-2026-00141
JOB-2026-00195,2026-08-03,2026-08,TECH-060,Fajar I.,Palembang,NOC Core,Corrective Maintenance,Closed,Medium,65,381,false,
JOB-2026-00279,2026-08-03,2026-08,TECH-040,Eka O.,Jakarta,Customer Assurance,Corrective Maintenance,Closed,Medium,73,252,true,
JOB-2026-00302,2026-08-03,2026-08,TECH-018,Lukman S.,Semarang,Fiber Maintenance,Corrective Maintenance,Closed,Medium,92,240,true,INC-2026-00097
JOB-2026-00386,2026-08-03,2026-08,TECH-006,Citra G.,Makassar,Customer Assurance,Site Audit,Open,High,58,,true,INC-2026-00379
JOB-2026-00769,2026-08-03,2026-08,TECH-002,Adit C.,Surabaya,Customer Assurance,Preventive Maintenance,Closed,Low,171,431,true,INC-2026-01371
JOB-2026-00815,2026-08-03,2026-08,TECH-012,Lukman M.,Surabaya,Customer Assurance,Site Audit,Closed,Medium,79,317,true,
JOB-2026-01066,2026-08-03,2026-08,TECH-010,Hana K.,Yogyakarta,Enterprise Support,Preventive Maintenance,Closed,Low,183,452,true,INC-2026-00141
JOB-2026-01107,2026-08-03,2026-08,TECH-026,Kirana A.,Surabaya,Field Operations,Preventive Maintenance,Resolved,Low,206,396,true,INC-2026-01371
JOB-2026-01593,2026-08-03,2026-08,TECH-036,Gita K.,Makassar,Customer Assurance,Preventive Maintenance,Closed,Low,149,499,true,INC-2026-00712
JOB-2026-00198,2026-08-04,2026-08,TECH-057,Citra F.,Yogyakarta,Field Operations,Installation,Resolved,Low,175,435,true,INC-2026-00525
JOB-2026-00461,2026-08-04,2026-08,TECH-045,Bima T.,Yogyakarta,NOC Core,Site Audit,Closed,Medium,76,413,false,INC-2026-01503
JOB-2026-00476,2026-08-04,2026-08,TECH-004,Hana E.,Semarang,Customer Assurance,Corrective Maintenance,Resolved,Low,161,472,true,INC-2026-01472
JOB-2026-00515,2026-08-04,2026-08,TECH-012,Bima M.,Surabaya,NOC Core,Corrective Maintenance,Resolved,Medium,69,230,true,INC-2026-02132
JOB-2026-00925,2026-08-04,2026-08,TECH-005,Bima F.,Surabaya,Enterprise Support,Installation,Closed,Low,193,422,true,INC-2026-00630
JOB-2026-01240,2026-08-04,2026-08,TECH-032,Eka G.,Semarang,Fiber Maintenance,Site Audit,Closed,High,35,243,false,
JOB-2026-00204,2026-08-05,2026-08,TECH-043,Indra R.,Balikpapan,Fiber Maintenance,Preventive Maintenance,Resolved,Medium,105,293,true,INC-2026-00079
JOB-2026-00248,2026-08-05,2026-08,TECH-050,Dewi Y.,Makassar,NOC Core,Site Audit,In Progress,Medium,88,,true,
JOB-2026-01378,2026-08-05,2026-08,TECH-027,Citra B.,Balikpapan,Customer Assurance,Preventive Maintenance,Closed,Medium,93,254,false,INC-2026-00079
JOB-2026-00228,2026-08-06,2026-08,TECH-060,Eka I.,Surabaya,Fiber Maintenance,Corrective Maintenance,Open,Low,142,,false,INC-2026-01200
JOB-2026-00341,2026-08-06,2026-08,TECH-058,Adit G.,Surabaya,Customer Assurance,Corrective Maintenance,Closed,Low,215,457,true,INC-2026-01200
JOB-2026-00603,2026-08-06,2026-08,TECH-003,Indra D.,Balikpapan,Customer Assurance,Corrective Maintenance,Resolved,Medium,104,326,false,INC-2026-01278
JOB-2026-00730,2026-08-06,2026-08,TECH-035,Citra J.,Makassar,NOC Core,Preventive Maintenance,Open,Medium,103,,true,
JOB-2026-00822,2026-08-06,2026-08,TECH-045,Lukman T.,Semarang,Fiber Maintenance,Preventive Maintenance,Closed,Low,164,427,true,INC-2026-01058
JOB-2026-01377,2026-08-06,2026-08,TECH-001,Eka B.,Surabaya,Fiber Maintenance,Corrective Maintenance,Closed,Low,128,329,true,
JOB-2026-00156,2026-08-07,2026-08,TECH-031,Citra F.,Bandung,Enterprise Support,Preventive Maintenance,Resolved,Medium,82,375,true,
JOB-2026-00211,2026-08-07,2026-08,TECH-029,Bima D.,Balikpapan,Enterprise Support,Installation,Resolved,Low,128,499,true,INC-2026-01781
JOB-2026-00394,2026-08-07,2026-08,TECH-047,Adit V.,Medan,NOC Core,Preventive Maintenance,Closed,High,38,201,true,INC-2026-02059
JOB-2026-01143,2026-08-07,2026-08,TECH-023,Citra X.,Medan,NOC Core,Preventive Maintenance,Resolved,High,68,112,true,INC-2026-02059
JOB-2026-00067,2026-08-08,2026-08,TECH-019,Bima T.,Balikpapan,Customer Assurance,Installation,Closed,High,66,194,false,INC-2026-00230
JOB-2026-00330,2026-08-08,2026-08,TECH-058,Fajar G.,Yogyakarta,Field Operations,Corrective Maintenance,In Progress,High,38,,true,
JOB-2026-00888,2026-08-08,2026-08,TECH-029,Indra D.,Semarang,NOC Core,Installation,Resolved,Low,196,383,true,INC-2026-01325
JOB-2026-00976,2026-08-08,2026-08,TECH-017,Fajar R.,Bandung,Field Operations,Site Audit,Open,Low,186,,true,INC-2026-00433
JOB-2026-00226,2026-08-09,2026-08,TECH-007,Kirana H.,Denpasar,Field Operations,Installation,Closed,Low,189,443,false,
JOB-2026-00366,2026-08-09,2026-08,TECH-035,Citra J.,Balikpapan,NOC Core,Corrective Maintenance,Open,Medium,133,,false,
JOB-2026-00547,2026-08-09,2026-08,TECH-021,Bima V.,Denpasar,Field Operations,Preventive Maintenance,Closed,Medium,103,335,true,
JOB-2026-00667,2026-08-09,2026-08,TECH-014,Adit O.,Medan,Fiber Maintenance,Installation,Resolved,Medium,111,350,false,
JOB-2026-01088,2026-08-09,2026-08,TECH-020,Gita U.,Denpasar,Field Operations,Corrective Maintenance,Closed,High,77,287,false,
JOB-2026-00516,2026-08-10,2026-08,TECH-015,Joko P.,Yogyakarta,NOC Core,Corrective Maintenance,Closed,High,49,351,true,
JOB-2026-00556,2026-08-10,2026-08,TECH-001,Eka B.,Denpasar,Fiber Maintenance,Installation,Closed,Low,171,375,false,
JOB-2026-01215,2026-08-10,2026-08,TECH-042,Citra Q.,Yogyakarta,Fiber Maintenance,Corrective Maintenance,Closed,Low,188,440,true,INC-2026-00374
JOB-2026-01475,2026-08-10,2026-08,TECH-045,Bima T.,Semarang,Enterprise Support,Preventive Maintenance,Closed,Medium,103,282,true,
JOB-2026-00289,2026-08-11,2026-08,TECH-018,Citra S.,Medan,Enterprise Support,Installation,In Progress,Low,178,,true,INC-2026-00823
JOB-2026-00505,2026-08-11,2026-08,TECH-051,Fajar Z.,Palembang,Customer Assurance,Installation,Resolved,Medium,94,266,true,
JOB-2026-01344,2026-08-11,2026-08,TECH-024,Adit Y.,Denpasar,NOC Core,Site Audit,Resolved,Low,160,489,true,INC-2026-00036
JOB-2026-01358,2026-08-11,2026-08,TECH-002,Kirana C.,Balikpapan,Customer Assurance,Preventive Maintenance,Resolved,Low,145,347,true,INC-2026-01104
JOB-2026-00026,2026-08-12,2026-08,TECH-033,Citra H.,Balikpapan,Enterprise Support,Preventive Maintenance,Resolved,Low,165,481,true,INC-2026-00816
JOB-2026-00232,2026-08-12,2026-08,TECH-040,Lukman O.,Balikpapan,Fiber Maintenance,Site Audit,Closed,Low,196,365,true,INC-2026-00015
JOB-2026-00358,2026-08-12,2026-08,TECH-037,Kirana L.,Balikpapan,Enterprise Support,Preventive Maintenance,Closed,Low,145,466,false,INC-2026-00816
JOB-2026-00786,2026-08-12,2026-08,TECH-009,Kirana J.,Medan,NOC Core,Site Audit,Resolved,Low,187,425,false,INC-2026-00499
JOB-2026-00797,2026-08-12,2026-08,TECH-002,Joko C.,Makassar,Field Operations,Site Audit,Resolved,Medium,114,361,true,INC-2026-01088
JOB-2026-00975,2026-08-12,2026-08,TECH-018,Gita S.,Medan,Fiber Maintenance,Site Audit,Resolved,High,45,178,false,
JOB-2026-01197,2026-08-12,2026-08,TECH-051,Joko Z.,Palembang,Enterprise Support,Corrective Maintenance,Open,Medium,99,,true,
JOB-2026-01274,2026-08-12,2026-08,TECH-024,Adit Y.,Makassar,Customer Assurance,Corrective Maintenance,Closed,Low,153,358,true,INC-2026-00307
JOB-2026-01481,2026-08-12,2026-08,TECH-025,Lukman Z.,Makassar,Fiber Maintenance,Preventive Maintenance,Open,Medium,111,,true,INC-2026-01088
JOB-2026-01551,2026-08-12,2026-08,TECH-015,Citra P.,Makassar,Fiber Maintenance,Site Audit,In Progress,Medium,98,,true,INC-2026-01088
JOB-2026-01694,2026-08-12,2026-08,TECH-047,Eka V.,Medan,Field Operations,Corrective Maintenance,Closed,Low,223,423,true,
JOB-2026-01731,2026-08-12,2026-08,TECH-030,Dewi E.,Denpasar,Field Operations,Preventive Maintenance,Closed,Low,188,413,true,INC-2026-02154
JOB-2026-00668,2026-08-13,2026-08,TECH-013,Hana N.,Semarang,Field Operations,Site Audit,Closed,High,60,282,true,INC-2026-02149
JOB-2026-00738,2026-08-13,2026-08,TECH-047,Citra V.,Semarang,Customer Assurance,Installation,Closed,High,55,223,true,INC-2026-02149
JOB-2026-00851,2026-08-13,2026-08,TECH-041,Fajar P.,Semarang,Field Operations,Installation,Closed,High,51,198,false,INC-2026-02149
JOB-2026-00903,2026-08-13,2026-08,TECH-051,Adit Z.,Semarang,Enterprise Support,Site Audit,Closed,High,30,296,false,INC-2026-02149
JOB-2026-00946,2026-08-13,2026-08,TECH-013,Gita N.,Semarang,NOC Core,Preventive Maintenance,Open,Medium,103,,true,
JOB-2026-01030,2026-08-13,2026-08,TECH-030,Bima E.,Jakarta,NOC Core,Installation,Resolved,High,79,84,false,INC-2026-01536
JOB-2026-01709,2026-08-13,2026-08,TECH-039,Bima N.,Yogyakarta,Enterprise Support,Corrective Maintenance,Resolved,High,74,195,false,
JOB-2026-00011,2026-08-14,2026-08,TECH-037,Adit L.,Jakarta,Customer Assurance,Corrective Maintenance,Resolved,High,28,111,true,INC-2026-01381
JOB-2026-00147,2026-08-14,2026-08,TECH-044,Eka S.,Denpasar,NOC Core,Corrective Maintenance,Open,High,56,,true,INC-2026-00989
JOB-2026-00257,2026-08-14,2026-08,TECH-012,Citra M.,Medan,Fiber Maintenance,Corrective Maintenance,Resolved,Medium,89,147,true,INC-2026-00969
JOB-2026-00588,2026-08-14,2026-08,TECH-045,Fajar T.,Yogyakarta,Enterprise Support,Corrective Maintenance,Resolved,Medium,117,377,true,INC-2026-01958
JOB-2026-00691,2026-08-14,2026-08,TECH-025,Joko Z.,Jakarta,NOC Core,Preventive Maintenance,Open,High,69,,true,
JOB-2026-00762,2026-08-14,2026-08,TECH-015,Citra P.,Palembang,Field Operations,Site Audit,In Progress,Low,215,,true,INC-2026-01728
JOB-2026-00824,2026-08-14,2026-08,TECH-039,Fajar N.,Yogyakarta,Fiber Maintenance,Corrective Maintenance,Resolved,Medium,122,373,true,INC-2026-01958
JOB-2026-00880,2026-08-14,2026-08,TECH-040,Eka O.,Jakarta,NOC Core,Site Audit,Closed,High,62,323,true,INC-2026-01381
JOB-2026-01220,2026-08-14,2026-08,TECH-021,Lukman V.,Medan,Field Operations,Corrective Maintenance,Closed,Low,169,463,true,INC-2026-00537
JOB-2026-01325,2026-08-14,2026-08,TECH-053,Indra B.,Semarang,Field Operations,Site Audit,Closed,Medium,125,301,false,INC-2026-00734
